LON,LAT,NUMBER,STREET,UNIT,CITY,DISTRICT,REGION,POSTCODE,ID,HASH
-73.5670196,41.1100038,26,DOGWOOD LN,,,,,,,4582292a7e0f47de
-73.52481,41.1104411,39,THERESA CT,,,,,,,ebb4817224523e80
-73.5633902,41.109884,101,DOGWOOD LN,,,,,,,9a37e16a8f8cbd42
-73.5360825,41.1106363,89,EASTOVER RD,,,,,,,a03f942677fb117f
-73.5617661,41.1104383,114,FOUR BROOKS RD,,,,,,,72bd7ee5fce70c89
-73.5781125,41.110407,50,IRON GATE RD,,,,,,,e5ed461d718d2c77
-73.5224557,41.1104723,34,TWIN BROOK DR,,,,,,,9483ad23faf5ecaa
-73.5117139,41.1106216,89,SLICE DR,,,,,,,e58ef56c982c75bf
-73.5722216,41.1101626,10,E RIDGE RD,,,,,,,acb74a639709b3b7
-73.5198292,41.1106732,52,OLD WELL RD,,,,,,,d16181180c5f12f3
-73.5237445,41.1106262,19,TWIN BROOK DR,,,,,,,e628bf86119d896e
-73.5523157,41.1103859,101,STUDIO RD,,,,,,,63bb67c82e9ffc05
-73.5377161,41.1103874,86,EASTOVER RD,,,,,,,5830e533b3a23d42
-73.5188174,41.1105082,37,OLD WELL RD,,,,,,,a0317fc6d85c0a2e
-73.5742167,41.1101176,75,VALLEY VIEW DR,,,,,,,5eac0ebfbbbe7351
-73.5796579,41.1103063,447,DEN RD,,,,,,,10f7ecbc18b3eda6
-73.556361,41.1102725,24,LINWOOD LN,,,,,,,889a01b0d6e2763b
-73.5677688,41.1097556,6,DOGWOOD LN,,,,,,,302945fad8d86932
-73.5252898,41.1102202,41,THERESA CT,,,,,,,82f6b95b0fdca3bf
-73.5748221,41.1102264,69,VALLEY VIEW DR,,,,,,,32e84bb75cb29b25
-73.5367238,41.110501,84,EASTOVER RD,,,,,,,4fbe04d86fdb206b
-73.5602042,41.1101201,121,FOUR BROOKS RD,,,,,,,f784bb484e32d239
-73.5757593,41.1098819,54,VALLEY VIEW DR,,,,,,,77d92156b71f8ae4
-73.5640596,41.1099995,91,DOGWOOD LN,,,,,,,fbf0ec01d21abb13
-73.5257679,41.1099633,45,THERESA CT,,,,,,,377711cf16c6ab36
-73.5124245,41.1104601,71,SLICE DR,,,,,,,e1244d2a5b881567
-73.5737347,41.1099341,5,E RIDGE RD,,,,,,,450a274aa4366688
-73.5767704,41.1102071,39,IRON GATE RD,,,,,,,6042d57f66c4672b
-73.5286231,41.1104458,76,EMERALD LN,,,,,,,481d18e3e12b9646
-73.5220386,41.1102106,48,TWIN BROOK DR,,,,,,,44c8e448e2dcf327
-73.56623,41.110078,42,DOGWOOD LN,,,,,,,7d293692fe351963
-73.5529414,41.1102468,87,STUDIO RD,,,,,,,a8ff1e88f0208d31
-73.5622709,41.110026,96,FOUR BROOKS RD,,,,,,,21f3afee090bcbeb
-73.5132286,41.1105261,55,SLICE DR,,,,,,,06089b98de94c092
-73.5578321,41.109839,327,WIRE MILL RD,,,,,,,8e507297e6c2d4b5
-73.5164555,41.1104808,1520,HOPE ST,,,,,,,4b143fefe01a1ace
-73.5871773,41.109703,365,RIVERBANK RD,,,,,,,bc78ed2bc0b72372
-73.5359434,41.1101725,63,EASTOVER RD,,,,,,,46f8f458a4541d77
-73.5267685,41.1100485,31,SWEET BRIAR LN,,,,,,,62e5f408c456f3ee
-73.5294222,41.1100097,59,EMERALD LN,,,,,,,3ffb765e674c4397
-73.5781951,41.1100295,36,IRON GATE RD,,,,,,,c51d6ef208ec7a09
-73.5142455,41.1104737,33,SLICE DR,,,,,,,c61ebdbeaeaa3b0f
-73.5799324,41.1100519,433,DEN RD,,,,,,,a331846bf2ba91ec
-73.5479975,41.1100593,1200,HIGH RIDGE RD,,,,,,,c626c4e0fac64de5
-73.5605681,41.1098142,111,FOUR BROOKS RD,,,,,,,175c7f5de17dd530
-73.5597428,41.1096618,306,WIRE MILL RD,,,,,,,586fbeb7a8820591
-73.5273774,41.1100036,30,SWEET BRIAR LN,,,,,,,76659f498ddb28d1
-73.5541991,41.1095848,65,STUDIO CT,,,,,,,cd9c4817dbdd2032
-73.5154441,41.1103915,1515,HOPE ST,,,,,,,6698cf92cd6664bd
-73.5728775,41.1098265,15,E RIDGE RD,,,,,,,58a834197f0e933a
-73.5648405,41.1096302,69,DOGWOOD LN,,,,,,,24a9f9cd4190342d
-73.6036292,41.1097646,470,JUNE RD,,,,,,,f4c459ac44c79ace
-73.5196451,41.1102024,40,OLD WELL RD,,,,,,,ff836f21d7bf06be
-73.5570072,41.1098271,25,LINWOOD LN,,,,,,,58eca603e4d8bd8b
-73.5537354,41.1099664,67,STUDIO RD,,,,,,,b02acc4ffd0000d8
-73.5612381,41.1099478,107,FOUR BROOKS RD,,,,,,,6f1021d57e74cd2c
-73.5550931,41.1098177,61,STUDIO CT,,,,,,,5f710e1e3646ad66
-73.5301535,41.1101907,37,EMERALD LN,,,,,,,5b79a85b475390d3
-73.5185508,41.1101787,25,OLD WELL RD,,,,,,,a67710eaecdc74e8
-73.5216887,41.109929,56,TWIN BROOK DR,,,,,,,b033e3cf14cd8cbd
-73.523368,41.1100627,35,THERESA CT,,,,,,,73648225e2762f4e
-73.5366055,41.1100982,64,EASTOVER RD,,,,,,,a98b344b45ce84a8
-73.5548312,41.1093035,63,STUDIO CT,,,,,,,12f32549f3cb8da8
-73.5308867,41.1100875,1475,NEWFIELD AVE,,,,,,,97c37ca54d96aca5
-73.5718558,41.1095658,28,E RIDGE RD,,,,,,,8317157f9e30e7a3
-73.5623866,41.1095782,86,FOUR BROOKS RD,,,,,,,0050fac996a9dab7
-73.5767288,41.1097981,27,IRON GATE RD,,,,,,,11ae328828f19b00
-73.5972575,41.1067161,279,JUNE RD,,,,,,,3d9b73f805473465
-73.5593321,41.1097748,310,WIRE MILL RD,,,,,,,4adcf37b2267212c
-73.528641,41.1100829,75,EMERALD LN,,,,,,,b095888a3fe19836
-73.5799765,41.1096804,429,DEN RD,,,,,,,e7bd15831ac3e4ed
-73.5163636,41.1100285,1508,HOPE ST,,,,,,,1057da32af3847f7
-73.6043655,41.1076896,492,JUNE RD,,,,,,,686eaf9e0314246b
-73.5788854,41.1089327,44,FLINT ROCK RD,,,,,,,023d8edc5a8a5722
-73.5779297,41.1096877,26,IRON GATE RD,,,,,,,48d88ad34b2bfee3
-73.5238689,41.1099621,24,THERESA CT,,,,,,,f33095e326fee3e6
-73.5275061,41.1095016,24,SWEET BRIAR LN,,,,,,,ba51542fc4e800ce
-73.6050322,41.1091149,485,JUNE RD,,,,,,,f8fff6118c1e2bc9
-73.5358045,41.1096876,31,EASTOVER RD,,,,,,,175705c275656bd7
-73.5706676,41.1095849,1222,LONG RIDGE RD,,,,,,,6c5d2017044ed63c
-73.546731,41.1098151,1199,HIGH RIDGE RD,,,,,,,1262e0251e289628
-73.5264457,41.1096356,17,SWEET BRIAR LN,,,,,,,3513754205959567
-73.5698235,41.1097251,1215,LONG RIDGE RD,,,,,,,db9ca3b53072d0e7
-73.5749562,41.1090896,29,VALLEY VIEW DR,,,,,,,f200100bb6096b05
-73.5139466,41.1099497,24,CAMELOT CT,,,,,,,e845c0ca83de4809
-73.5243907,41.1097923,40,THERESA CT,,,,,,,317755b8f85e8488
-73.5568024,41.1091787,55,LINWOOD LN,,,,,,,51d4cc95f455d8d9
-73.5128774,41.1099533,34,CAMELOT CT,,,,,,,75e5dca4882a4d1d
-73.5147042,41.1098808,20,CAMELOT CT,,,,,,,c853f5c551143c6a
-73.5743417,41.1091762,23,VALLEY VIEW DR,,,,,,,3b2529a191ef021e
-73.5193839,41.1097548,26,OLD WELL RD,,,,,,,c687a4cbd8643bb7
-73.5771347,41.1094968,21,IRON GATE RD,,,,,,,04277d07d7e83dd7
-73.5156233,41.1099895,1501,HOPE ST,,,,,,,cb38ab9b668d6052
-73.6065478,41.1090592,10,HOWARD RD,,,,,,,feec2581681625f9
-73.5561992,41.1094541,50,LINWOOD LN,,,,,,,f64d14231aa2c000
-73.5757372,41.1093776,42,VALLEY VIEW DR,,,,,,,ce8bb620fe558499
-73.5582558,41.1095755,315,WIRE MILL RD,,,,,,,c6919fe02f2ab1a3
-73.5173074,41.109722,33,DEEP SPRING LN,,,,,,,0799ca152bef0eb7
-73.6030221,41.1088344,470,JUNE RD,,,,,,,7e6aa44220d0e1d4
-73.5366549,41.1096803,48,EASTOVER RD,,,,,,,3b835511befee0f5
-73.5502441,41.1094914,22,DUNN AVE,,,,,,,893e34836e552e0d
-73.5498294,41.1096363,10,DUNN AVE EXT,,,,,,,645714334439e0c3
-73.5657952,41.1094268,7,BRIARWOOD LN,,,,,,,2b612f1f79f043f0
-73.5496028,41.1096141,180,DUNN AVE,,,,,,,6270f50ece190daf
-73.604635,41.108313,490,JUNE RD,,,,,,,d7405516933eeb06
-73.5616809,41.1093108,81,FOUR BROOKS RD,,,,,,,dd4dabb10b5cb034
-73.5490587,41.1095558,185,DUNN AVE,,,,,,,fb8d85231df70900
-73.5727555,41.1093878,27,E RIDGE RD,,,,,,,d1bac90fcdd50aee
-73.5227834,41.1095673,55,TWIN BROOK DR,,,,,,,de1df43f7906ddd6
-73.6057165,41.1088709,520,JUNE RD,,,,,,,e54461269f78c4d6
-73.5182031,41.1094662,53,DEEP SPRING LN,,,,,,,ab2f740fdb6e0d05
-73.5697809,41.109465,1213,LONG RIDGE RD,,,,,,,c93c194f2013bbe9
-73.580388,41.1093367,407,DEN RD,,,,,,,ca488e7935d7176f
-73.5247711,41.1094966,157,SWEET BRIAR RD,,,,,,,6114e67f1847796e
-73.5784424,41.1090127,56,FLINT ROCK RD,,,,,,,1adb5fb0a93b59da
-73.5485206,41.1095196,209,DUNN AVE,,,,,,,b01639c293f04b04
-73.528585,41.1096163,39,SWEET BRIAR CT,,,,,,,828b28ae20c1e20f
-73.5779234,41.1092975,14,IRON GATE RD,,,,,,,7753daeeeebf3cba
-73.5376612,41.1093531,36,NORVEL LN,,,,,,,506f8cc180dbf475
-73.5384287,41.1093617,26,NORVEL LN,,,,,,,a62224d28002677a
-73.571882,41.109232,38,E RIDGE RD,,,,,,,24332ccbf450c85b
-73.579368,41.108783,38,FLINT ROCK RD,,,,,,,11ca993fd49fcecb
-73.5258452,41.109262,138,SWEET BRIAR RD,,,,,,,a1fa572cf75c82b6
-73.5477635,41.1092983,1100,HIGH RIDGE RD,,,,,,,7c529328ba9c3a60
-73.5160823,41.1096514,11,DEEP SPRING LN,,,,,,,02d15ce7d80b4d70
-73.5293654,41.1095164,30,SWEET BRIAR CT,,,,,,,bad8805096f9081e
-73.5649852,41.1091756,20,BRIARWOOD LN,,,,,,,961393c1b3156e06
-73.5666319,41.1092162,25,DOGWOOD LN,,,,,,,de402bb06a8b7437
-73.5134804,41.1095157,1499,HOPE ST,,,,,,,13d8dd51582bbae9
-73.5726081,41.1090517,37,E RIDGE RD,,,,,,,5abbe7ab3f819195
-73.5391917,41.1092387,10,NORVEL LN,,,,,,,31b7498be79f85c5
-73.5468158,41.1094387,1177,HIGH RIDGE RD,,,,,,,9c38dee15fdc459b
-73.5399273,41.1093571,68,GAXTON RD,,,,,,,3ce21db5a9498c54
-73.5624823,41.1091879,76,FOUR BROOKS RD,,,,,,,2519d6f14120d5b4
-73.5297267,41.1091535,20,SWEET BRIAR CT,,,,,,,1b03208c9a65f56d
-73.5308434,41.1093248,1455,NEWFIELD AVE,,,,,,,ad34c40ff9bc4b85
-73.5705564,41.1090857,1207,LONG RIDGE RD,,,,,,,1dd6919e7f91c50c
-73.560848,41.1091433,39,FOUR BROOKS RD,,,,,,,1076f44d73bc5658
-73.5698227,41.1092011,1203,LONG RIDGE RD,,,,,,,2e71b176b65fed57
-73.5357092,41.1093524,21,EASTOVER RD,,,,,,,c1b9697d844ef387
-73.5771589,41.1091336,11,IRON GATE RD,,,,,,,81c9457be91dfad8
-73.5594113,41.1090567,292,WIRE MILL RD,,,,,,,8b135a42b180e769
-73.56838,41.1090211,148,WEBBS HILL RD,,,,,,,3693765aa501536c
-73.5190575,41.1093179,75,DEEP SPRING LN,,,,,,,7215815fc27be302
-73.5143327,41.1092595,23,CAMELOT CT,,,,,,,a686d514149e06c4
-73.5432031,41.1085183,181,TURN OF RIVER RD,,,,,,,d8995b18efc086ff
-73.5509811,41.1092596,31,ALPINE ST,,,,,,,c176419cf3bb20c7
-73.5674856,41.1090218,9,DOGWOOD LN,,,,,,,52ce9ce56bbc9434
-73.5313521,41.109128,8,SWEET BRIAR RD,,,,,,,88eca9705b6ad97e
-73.5507611,41.1091326,23,ALPINE ST,,,,,,,2837fc4dc993c863
-73.5634979,41.1090478,30,BRIARWOOD LN,,,,,,,89a175018c90dfa2
-73.5497814,41.109275,174,DUNN AVE,,,,,,,85890394d3cacfff
-73.5804713,41.1089702,395,DEN RD,,,,,,,c7f677b0821e8685
-73.5521503,41.1089209,51,ALPINE ST,,,,,,,24755968ca54c307
-73.5587328,41.1091378,295,WIRE MILL RD,,,,,,,3946fc474bf1aa4f
-73.5504977,41.109072,17,ALPINE ST,,,,,,,34ba79e3cc7703db
-73.5364258,41.1092759,26,EASTOVER RD,,,,,,,c62d6bd235d4e46d
-73.5285585,41.1092241,31,SWEET BRIAR CT,,,,,,,96e49bfcfce3b970
-73.5657438,41.1090076,21,BRIARWOOD LN,,,,,,,8e21e3e73cab987f
-73.5691837,41.1090191,134,WEBBS HILL RD,,,,,,,ab21dc6c3177ec11
-73.5503074,41.1090311,13,ALPINE ST,,,,,,,01bd2250ead418b0
-73.5232984,41.109178,59,TWIN BROOK DR,,,,,,,a9f48823123390b9
-73.5262984,41.1091001,7,SWEET BRIAR LN,,,,,,,a20ba337d811ab55
-73.5469375,41.1082816,1101,HIGH RIDGE RD,,,,,,,7bb962f51562b941
-73.5492255,41.1091876,175,DUNN AVE,,,,,,,27bd6e1057a85117
-73.537589,41.1089635,40,NORVEL LN,,,,,,,670ec621baca6ae0
-73.5166701,41.1092372,26,DEEP SPRING LN,,,,,,,5e0b7a7bb61c365c
-73.5745316,41.1087416,17,VALLEY VIEW DR,,,,,,,98287f46cbc582f8
-73.5644997,41.1088671,3,BRIARWOOD LN,,,,,,,deffc1bf008df918
-73.5498398,41.1091407,170,DUNN AVE,,,,,,,4bc0bf5973212bf2
-73.556062,41.1089358,64,LINWOOD LN,,,,,,,d511d3a367c21b39
-73.5170057,41.1092101,34,DEEP SPRING LN,,,,,,,94bb39a0c599d7d1
-73.5161014,41.1090149,1502,HOPE ST,,,,,,,853896f19370d693
-73.5404217,41.1090583,58,GAXTON RD,,,,,,,8a6da0cd278e867d
-73.5271402,41.1088012,100,SWEET BRIAR RD,,,,,,,9097e6c3cbcf0dbe
-73.5151536,41.1092035,11,CAMELOT CT,,,,,,,1de59f9d766ed60f
-73.5724791,41.1087445,47,E RIDGE RD,,,,,,,efdaad5f97dc236d
-73.5485575,41.1089434,19,SQUARE ACRE DR,,,,,,,a32c6da42fe51940
-73.5173361,41.1091466,42,DEEP SPRING LN,,,,,,,21c57b72dc3fdefe
-73.5616476,41.108916,61,FOUR BROOKS RD,,,,,,,ea0f450997c87b8a
-73.570802,41.1085064,80,E RIDGE RD,,,,,,,87d0fb76f6cc13c2
-73.524467,41.1089458,149,SWEET BRIAR RD,,,,,,,95b1a3f6d9df616c
-73.5480862,41.1089537,15,SQUARE ACRE DR,,,,,,,56160e518bb0fbbd
-73.5498946,41.1089534,162,DUNN AVE,,,,,,,f41470107ae1de3b
-73.5493288,41.1089748,167,DUNN AVE,,,,,,,837e3b58a1e7395e
-73.5754499,41.1086918,117,FLINT ROCK RD E,,,,,,,5576d7f513748f1b
-73.5716872,41.1087621,52,E RIDGE RD,,,,,,,58ef82426307a285
-73.5588516,41.1087078,285,WIRE MILL RD,,,,,,,974595e3d56d3c80
-73.527647,41.1087041,94,SWEET BRIAR RD,,,,,,,a1610fa977ced5b1
-73.5631455,41.1085729,52,BRIARWOOD LN,,,,,,,c76bb8e311d2fc92
-73.5123247,41.1088964,72,NOTTINGHAM DR,,,,,,,0eedf6fc9c322488
-73.5569799,41.1087813,65,LINWOOD LN,,,,,,,54e8d508c0e8cbc5
-73.5598645,41.1086147,276,WIRE MILL RD,,,,,,,60dde2d1cd0bd319
-73.511023,41.1091436,63,LITTLE JOHN LN,,,,,,,471691b457d9be5b
-73.5176551,41.1090832,50,DEEP SPRING LN,,,,,,,dbe31f433e5f5db9
-73.5477696,41.1088337,1090,HIGH RIDGE RD,,,,,,,667a306215092d4f
-73.5353792,41.108768,11,EASTOVER RD,,,,,,,3b0d18b10ea41e94
-73.5250543,41.1088635,141,SWEET BRIAR RD,,,,,,,f7e15f236b612c98
-73.5761082,41.1085022,103,FLINT ROCK RD E,,,,,,,91fe5718923497f0
-73.5802135,41.108625,385,DEN RD,,,,,,,bc19c346700bdf27
-73.5766538,41.1082382,89,FLINT ROCK RD E,,,,,,,005b358c644cb5e5
-73.5118207,41.108983,54,LITTLE JOHN LN,,,,,,,188a4dc5f9608f83
-73.5522873,41.1087603,55,ALPINE ST,,,,,,,1c1358f59f5dc3ca
-73.517991,41.1090211,58,DEEP SPRING LN,,,,,,,a8859a5fcede8147
-73.5126229,41.1088932,66,NOTTINGHAM DR,,,,,,,1f202182ac3cf0c9
-73.5517708,41.108594,56,ALPINE ST,,,,,,,b38c447a030be660
-73.5488208,41.1086992,23,SQUARE ACRE DR,,,,,,,46c0efa6ffbbb021
-73.5513305,41.1087826,34,ALPINE ST,,,,,,,2f43debefe0cb61a
-73.5289476,41.1087667,64,SWEET BRIAR RD,,,,,,,bb36e8bbd149804d
-73.5772138,41.1083685,73,FLINT ROCK RD,,,,,,,8c07c594653b9196
-73.5130449,41.10873,60,NOTTINGHAM DR,,,,,,,f3c4a75da555edcd
-73.5743185,41.1084175,5,VALLEY VIEW DR,,,,,,,084fd8c9693161c0
-73.5361747,41.1088247,12,EASTOVER RD,,,,,,,ff88e206cd2e0ae2
-73.55114,41.1087366,30,ALPINE ST,,,,,,,e054a0db075bb637
-73.5621512,41.1082635,56,FOUR BROOKS RD,,,,,,,c7a300989115b8bb
-73.5183199,41.1089033,66,DEEP SPRING LN,,,,,,,a68cea672a032ae2
-73.552796,41.1085113,118,KEN CT,,,,,,,fefab5838e892a86
-73.5509675,41.1087048,24,ALPINE ST,,,,,,,9d4a941e12aa6765
-73.5608076,41.1085426,29,FOUR BROOKS RD,,,,,,,858577edc29f89eb
-73.5493578,41.1087658,161,DUNN AVE,,,,,,,0c7f78a48f3a6e19
-73.53866,41.1086,21,NORVEL LN,,,,,,,aa491638a6634bd3
-73.5393527,41.1087754,5,NORVEL LN,,,,,,,3ef91549e9518dad
-73.6020136,41.1067963,404,JUNE RD,,,,,,,3840f0e5d29ef4b0
-73.5404859,41.1086584,44,GAXTON RD,,,,,,,6ca0adebf444ada2
-73.5656072,41.1085307,29,BRIARWOOD LN,,,,,,,25f68606e1379c73
-73.5283265,41.1086306,80,SWEET BRIAR RD,,,,,,,f251f41481fb29fd
-73.572375,41.1083706,57,E RIDGE RD,,,,,,,c58aa2b8408cf384
-73.5507894,41.1086763,20,ALPINE ST,,,,,,,fd06b367e8785267
-73.5524521,41.1085029,63,ALPINE ST,,,,,,,2363629535adcc7c
-73.5777878,41.1082448,65,FLINT ROCK RD,,,,,,,38e97b951af6650f
-73.5564899,41.1084073,75,LINWOOD LN,,,,,,,71b2383ba6ab1a12
-73.5135893,41.1086243,44,NOTTINGHAM DR,,,,,,,e11796ef6fe6b601
-73.5186754,41.1088373,74,DEEP SPRING LN,,,,,,,2b2f7417dde9f5e7
-73.5506396,41.1086167,18,ALPINE ST,,,,,,,f9bbf05a909e542e
-73.5298297,41.1086818,50,SWEET BRIAR RD,,,,,,,32581d7e256b858a
-73.5255096,41.1085764,133,SWEET BRIAR RD,,,,,,,180ab5a127605989
-73.5642464,41.1083498,48,BRIARWOOD LN,,,,,,,19e4c7b778d7c5cc
-73.511014,41.1088338,57,LITTLE JOHN LN,,,,,,,b21a191b585ec37c
-73.5504382,41.1086064,14,ALPINE ST,,,,,,,d640047eb6c7ed0d
-73.6007893,41.1079451,386,JUNE RD,,,,,,,3db074f009f1877b
-73.5385934,41.1082011,31,NORVEL LN,,,,,,,b5837e28cc384253
-73.5494168,41.1086315,157,DUNN AVE,,,,,,,c27327f6c61e6617
-73.550067,41.1085117,152,DUNN AVE,,,,,,,18a1dd67e8ffb16e
-73.5376557,41.1085965,44,NORVEL LN,,,,,,,7f1da1da3d2b44dc
-73.5531117,41.1084619,112,KEN CT,,,,,,,6817f155e3578879
-73.5190761,41.10872,82,DEEP SPRING LN,,,,,,,cca6b07e5d438d87
-73.5140784,41.1085224,26,NOTTINGHAM DR,,,,,,,eb2f681eb1f9165d
-73.5381017,41.1080679,41,NORVEL LN,,,,,,,5e417bb572163184
-73.5706802,41.1081535,78,E RIDGE RD,,,,,,,6f54cec0d03c95b9
-73.547862,41.1083765,1070,HIGH RIDGE RD,,,,,,,dc15b2b92d863801
-73.5146577,41.1084498,20,NOTTINGHAM DR,,,,,,,336a2e6bdc39fd2a
-73.5494845,41.1084557,153,DUNN AVE,,,,,,,d4cc2714bd6d75b2
-73.5534014,41.1083628,108,KEN CT,,,,,,,ddb4267eac89b9a5
-73.548909,41.1084441,29,SQUARE ACRE DR,,,,,,,46f3e0b5f1f695b1
-73.5826526,41.1081894,380,DEN RD,,,,,,,e358b81652449b1f
-73.5260182,41.1084378,121,SWEET BRIAR RD,,,,,,,7780f0689ad157cb
-73.5589378,41.1081986,269,WIRE MILL RD,,,,,,,600dd6c5fc62087c
-73.5311137,41.108497,3,SWEET BRIAR RD,,,,,,,aac531dfc1bbb944
-73.5514572,41.1082517,31,PEAK ST,,,,,,,10ff272fa1f1a0b0
-73.5741733,41.1081008,1,VALLEY VIEW DR,,,,,,,a1ef8bb87fab389e
-73.5151446,41.1084802,6,NOTTINGHAM DR,,,,,,,f4718d1c6aac24b0
-73.5158769,41.1086172,1500,HOPE ST,,,,,,,703f8676bec91c9a
-73.5114583,41.1085305,43,LITTLE JOHN LN,,,,,,,791286e12d16c4b3
-73.5817355,41.1078357,368,DEN RD,,,,,,,0c38f5cfd25c5bdc
-73.5722755,41.1081145,67,E RIDGE RD,,,,,,,cc98b5151af03974
-73.5713009,41.1081443,70,E RIDGE RD,,,,,,,842151571cf75f4f
-73.551159,41.1081779,25,PEAK ST,,,,,,,f4811ef5cbb36c89
-73.5652741,41.1082013,35,BRIARWOOD LN,,,,,,,041f19e2b0d01aa8
-73.5265704,41.1082982,109,SWEET BRIAR RD,,,,,,,82eae7f5f4ed03b3
-73.5801026,41.1080256,15,FLINT ROCK RD,,,,,,,9a173c6cf7fb63a2
-73.5536359,41.108186,102,KEN CT,,,,,,,dea9a223c40f1067
-73.5518825,41.1083298,64,ALPINE ST,,,,,,,080363d38b182ad2
-73.5501358,41.1083315,146,DUNN AVE,,,,,,,1ec756f88d0ba9f5
-73.5752085,41.1071696,6,VALLEY VIEW DR,,,,,,,d75e2addb7bdb0b1
-73.5811627,41.1078819,366,DEN RD,,,,,,,b659c56ee928e0ed
-73.5167946,41.1084763,21,LEONA DR,,,,,,,eeb922988c3d6815
-73.5509792,41.1081424,21,PEAK ST,,,,,,,a9630744d0353b87
-73.5405236,41.1081584,30,GAXTON RD,,,,,,,6606df44ea0b3a3f
-73.5640807,41.1079453,58,BRIARWOOD LN,,,,,,,bccd646ef7b05d0a
-73.5321565,41.1083239,331,INTERVALE RD E,,,,,,,2614b603080e4149
-73.5577139,41.1080707,261,WIRE MILL RD,,,,,,,a707fdf9a18817ce
-73.5173634,41.1084541,24,LEONA DR,,,,,,,c8d80c787f847086
-73.5508015,41.1081153,17,PEAK ST,,,,,,,8f0a7152bfb94914
-73.5618061,41.1078741,44,FOUR BROOKS RD,,,,,,,b34cae1010e91b21
-73.5328625,41.1083106,317,INTERVALE RD E,,,,,,,faf90fa716596c36
-73.5302775,41.1081406,33,SWEET BRIAR RD,,,,,,,feaad98d640ac17c
-73.5396952,41.1081639,39,GAXTON RD,,,,,,,78ddd06b79bc94d1
-73.5369101,41.1082698,0,SHADOW LN,,,,,,,93f66c4b09db5df8
-73.5750505,41.1079176,4,VALLEY VIEW DR,,,,,,,df0b2d0c48c5356f
-73.5744913,41.1077754,2,VALLEY VIEW DR,,,,,,,4f18d8c9023d1454
-73.5489682,41.1082236,35,SQUARE ACRE DR,,,,,,,630190475ac0d89d
-73.550619,41.1080821,13,PEAK ST,,,,,,,479d0c144c42c61c
-73.5760769,41.107432,135,HARDESTY RD,,,,,,,cf9941c24d3900eb
-73.5337107,41.1081921,297,INTERVALE RD E,,,,,,,29b42f15252056a3
-73.5179032,41.1081366,69,MARY VIOLET RD,,,,,,,dd34374fbd641920
-73.549517,41.1081674,151,DUNN AVE,,,,,,,7e4d277b798e7391
-73.5181392,41.1083512,70,MARY VIOLET RD,,,,,,,d1e413590f63492d
-73.5122801,41.1083934,77,NOTTINGHAM DR,,,,,,,628d3206d844c789
-73.5270326,41.1081698,97,SWEET BRIAR RD,,,,,,,85365a8ee7dff9f4
-73.5443445,41.1079548,28,INTERVALE RD,,,,,,,dab4b3535e8ee6e1
-73.5346339,41.1081754,279,INTERVALE RD E,,,,,,,1effb252ac41b725
-73.5451579,41.1080852,163,TURN OF RIVER RD,,,,,,,6027605e5779ef86
-73.576881,41.1072228,171,HARDESTY RD,,,,,,,d152999ab7f8fecc
-73.5173626,41.1081149,18,LEONA DR,,,,,,,22f1ee083cfe5bb1
-73.5351788,41.108171,265,INTERVALE RD E,,,,,,,0faaf506f36f0070
-73.5599131,41.1078883,258,WIRE MILL RD,,,,,,,9f5149ae1dc3feff
-73.5538181,41.1079639,94,KEN CT,,,,,,,ef3fac1047915c12
-73.5186672,41.1082313,66,MARY VIOLET RD,,,,,,,30b6d33e00e1af68
-73.515805,41.1084049,1492,HOPE ST,,,,,,,4e83e8c136e85180
-73.5705072,41.1077954,74,E RIDGE RD,,,,,,,8d34b5bed052bcd7
-73.5361663,41.1081321,243,INTERVALE RD E,,,,,,,5094462d2989504f
-73.5501532,41.1080936,138,DUNN AVE,,,,,,,84816ba97515ef81
-73.5614136,41.1078119,40,FOUR BROOKS RD,,,,,,,f22a1c33e3725248
-73.5518991,41.1081027,76,ALPINE ST,,,,,,,05da71538a2a8d3b
-73.5436893,41.1078972,34,INTERVALE RD,,,,,,,91879e210c7de645
-73.5527751,41.1080613,117,KEN CT,,,,,,,9e2c6d463a62af2a
-73.5606474,41.107842,28,FOUR BROOKS RD,,,,,,,a200226c14b68072
-73.5117075,41.1082794,33,LITTLE JOHN LN,,,,,,,47cfd31eef048cab
-73.5532283,41.1078576,95,KEN CT,,,,,,,976ec4c01773d1db
-73.5165313,41.1081726,19,LEONA DR,,,,,,,444e6b06a24522dd
-73.5275572,41.1079997,93,SWEET BRIAR RD,,,,,,,3b9127d2f8b36654
-73.5524654,41.1079766,77,ALPINE ST,,,,,,,a938594c91f64f59
-73.5132444,41.1081808,47,NOTTINGHAM DR,,,,,,,5ece91e1e0c5a89a
-73.5484052,41.1080352,40,SQUARE ACRE DR,,,,,,,dfab5fed49dc398f
-73.5490062,41.1080286,41,SQUARE ACRE DR,,,,,,,c1d1944cc6419b46
-73.5311173,41.1080727,1415,NEWFIELD AVE,,,,,,,b83e9a2e2b570cd3
-73.5430811,41.1077751,48,INTERVALE RD,,,,,,,acf2ddaef11e9199
-73.5295176,41.1079934,53,SWEET BRIAR RD,,,,,,,ea941240da165203
-73.5588618,41.1075719,245,WIRE MILL RD,,,,,,,01d6a0344d7c84c1
-73.5480871,41.1078876,1066,HIGH RIDGE RD,,,,,,,6aa442a46a46d862
-73.56499,41.1077519,59,BRIARWOOD LN,,,,,,,0cce87b24cec89cd
